id,instance,notes,type,status,inputs (#post),outputs (#pre),gL(L) #post,gL(L) #pre,#voxels
1296257471,,,,Traced,128,56,128,56,28275258
1296257568,,,,Traced,289,115,289,115,77660135
1296261492,,,,Traced,153,67,153,67,38738970
1296572457,,,,Traced,342,143,342,143,101076809
1296572621,,,,Traced,193,80,193,79,47283399
1296576977,,,,Traced,306,158,306,154,92837744
1296598361,,,,Assign,2,2,2,2,537387
1296598555,,,,Traced,287,146,287,146,77062430
1296904611,,,,Assign,3,2,3,2,614786
1296904878,,,,Orphan,7,5,7,5,3779511
1296909214,,,,Traced,376,154,376,154,79217835
1296909440,,,,Traced,241,84,241,84,49170753
1296935072,,,,Orphan,61,17,61,17,8410585
1296939541,,,,Traced,378,187,378,187,97440848
1296939601,,,,Assign,11,1,11,1,992245
1296947857,,,,Traced,262,112,262,112,47743394
1296960909,,,,Traced,366,150,347,150,87605498
1296961123,,,,Traced,442,158,436,156,85394060
1296965464,,,,Traced,853,103,829,55,106334566
1297245678,,,,Orphan,8,4,8,4,2643383
1297250116,,,,Assign,4,2,4,2,183776
1297250599,,,,Traced,159,78,156,75,38199458
1297280377,,,,Traced,375,156,375,156,78520551
1297280692,,,,Traced,354,142,354,142,80203973
1297280950,,,,Traced,309,127,309,127,65914002
1297582420,,,,Orphan,36,23,36,23,9776339
1297586699,,,,Assign,3,2,3,2,341436
1297608756,,,,Traced,211,81,211,81,51389553
1297612811,,,,Traced,312,134,312,134,73323769
1297617038,,,,Assign,5,2,5,2,321195
1297617083,,,,Traced,342,131,342,131,74289851
1297626064,,,,Traced,385,142,385,142,84107728
1297630179,,,,Traced,328,134,328,134,85542900
1297647328,,,,Traced,357,146,357,146,77726998
1297651854,,,,Traced,39,21,39,21,10558787
1297932324,,,,Assign,1,2,1,2,203452
1297967480,,,,Traced,268,111,268,111,61652058
1297975580,,,,Traced,483,198,477,196,113614067
1297988468,,,,Traced,362,146,361,146,81345851
1297997238,,,,Traced,324,133,324,133,86103529
1298005502,,,,Traced,66,25,66,25,12409411
1298005580,,,,Traced,329,131,329,131,90360817
1298005644,,,,Orphan,13,1,13,1,130082
1298005685,,,,Traced,408,150,408,150,89318622
1298005689,,,,Traced,188,75,188,74,54272533
1298005703,,,,Traced,34,11,34,11,6798003
1298278068,,,,Orphan,19,2,19,2,2488460
1298320746,,,,Traced,387,136,387,136,77131815
1298320976,,,,Traced,330,118,330,118,63838586
1298320979,,,,Traced,346,132,346,132,79813739
1298329392,,,,Assign,2,2,2,2,16628
1298329483,,,,Traced,355,133,355,133,74990019
1298338283,,,,Traced,715,280,715,280,171034854
1298342551,,,,Traced,65,21,65,21,10947015
1298346543,,,,Traced,6,2,6,2,738742
1298346604,,,,Traced,11,2,11,2,1575635
1298346614,,,,Traced,228,103,227,103,61823405
1298346710,,,,Traced,11,6,11,6,4402853
1298670531,,,,Traced,87,33,87,33,20418749
1298679170,,,,Traced,22,7,22,7,3060035
1298683341,,,,Traced,9,3,9,3,1616798
1298683513,,,,Traced,145,58,145,58,29415723
1298683565,,,,Traced,200,89,200,89,50172052
1298687609,,,,Traced,17,1,17,1,519442
1298687814,,,,Traced,342,148,342,148,88266970
1298986046,,,,Traced,535,385,13,10,351298339
1299020032,,,,Traced,62,5,62,5,6914299
1299024408,,,,Traced,16,3,16,3,2385538
1299024645,,,,Traced,26,7,26,7,5134719
1299028579,,,,Traced,17,2,17,2,2945730
1299028776,,,,Traced,9,3,9,3,2429007
1299352668,,,,Traced,240,119,240,119,71234612
1299361027,,,,Traced,45,3,45,3,4018024
1299365649,,,,Assign,2,2,2,2,868432
1299369617,,,,Traced,210,25,210,25,24071009
1326623074,,,,Traced,53,15,20,7,17390573
1326813363,PAM08_a(y4)_R,,PAM08_a,Traced,916,164,114,25,354276543
1326934065,,,,Traced,349,153,348,152,76589365
1326938162,,,,Traced,368,135,357,131,93208363
1327266413,,,,Assign,5,2,5,2,1446767
1327270706,,,,Traced,150,72,150,72,40980533
1327292216,,,,Traced,315,119,315,119,76916622
1327292504,,,,Traced,338,149,338,149,88544956
1327629023,,,,Traced,215,99,215,99,48646759
1327633000,,,,Traced,191,94,191,94,52976327
1327939775,,,,Traced,322,118,322,117,76031676
1327943881,,,,Traced,174,82,174,82,43022013
1327987069,,,,Traced,90,41,90,41,18075837
1328280637,,,,Orphan,7,4,7,4,2523831
1328285306,,,,Traced,279,117,279,117,51265694
1328289461,,,,Traced,388,149,387,147,93726938
1328302489,,,,Traced,288,120,288,120,69307389
1328306662,,,,Traced,91,42,88,40,31388861
1328315582,,,,Traced,319,143,319,143,75554689
1328656259,,,,Traced,71,30,71,30,18250568
1328677963,,,,Assign,6,2,6,2,658590
1328997337,,,,Assign,2,3,2,3,384175
1328997479,,,,Traced,165,79,165,79,49225484
1328997567,,,,Assign,1,3,1,3,302148
1328997727,,,,Assign,3,2,3,2,218405
1329001593,,,,Assign,7,2,7,2,483385
1329002126,,,,Traced,341,131,341,131,74472126
1329019038,,,,Orphan,9,2,9,2,599986
1329023572,,,,Traced,572,65,568,65,64103460
1329031841,DPM_fragment_L,,,Traced,2325,229,2314,229,274059643
1329036469,,,,Traced,210,2,210,2,10619002
1329036489,,,,Traced,69,32,69,32,15340509
1329036498,,,,Traced,72,2,72,2,4669204
1329040332,,,,Traced,8,4,8,4,703035
1329040356,,,,Traced,44,21,44,21,13189962
1329040541,,,,Traced,105,1,105,1,4086842
1329040615,,,,Traced,29,11,29,11,6510876
1329308186,,,,Assign,2,2,2,2,786308
1329312741,,,,Orphan,23,4,23,4,5805274
1329377206,,,,Traced,10,3,10,3,1781511
1329377235,,,,Traced,59,22,59,22,12089502
1329377391,,,,Traced,45,19,45,19,11389182
1329381480,,,,Traced,9,4,9,4,2108905
1329381533,,,,Traced,12,4,12,4,2989204
1329381617,,,,Traced,13,3,13,3,2270834
1329718521,,,,Traced,25,14,25,14,12332270
1330042009,,,,Assign,11,1,11,1,363937
1330046500,,,,Assign,7,2,7,2,1487944
1330059351,,,,Traced,15,5,15,5,1929148
1330059413,,,,Traced,321,155,321,155,75097447
1330063593,,,,Traced,16,4,16,4,3267534
1330063627,,,,Traced,8,2,8,2,713075
1330063709,,,,Traced,8,5,8,5,3724928
1330063780,,,,Traced,23,6,23,6,2991315
1330063815,,,,Traced,9,4,9,4,2454897
1330378817,,,,Orphan,5,2,5,2,984035
1330400294,,,,Traced,3,2,3,2,1035470
1330400570,,,,Traced,6,2,6,2,1352109
1330404556,,,,Traced,5,3,5,3,681597
1330404572,,,,Traced,3,2,3,2,931992
1330404669,,,,Traced,58,6,58,6,9151085
1352077058,DSKMP1B_R,,DSKMP1B,Traced,2983,560,10,19,5492683352
1357973011,,,,Traced,152,65,152,65,33639251
1358327417,,,,Orphan,1,2,1,2,559975
1358633547,,,,Orphan,35,14,35,14,7519268
1358646445,,,,Orphan,29,8,29,8,3903499
1358970308,,,,Assign,7,2,7,2,2811440
1359017980,,,,Traced,88,32,88,32,17105625
1359026606,,,,Traced,113,45,113,45,21502161
1359311264,,,,Assign,2,3,2,3,2533587
1359320052,,,,Traced,148,63,146,62,48359798
1359324306,,,,Orphan,29,12,29,12,9319167
1359337406,,,,Traced,270,120,268,120,62389682
1359346010,,,,Traced,83,43,82,42,19374060
1359354693,,,,Traced,373,153,373,153,90539664
1359661160,,,,Orphan,42,6,42,6,3962674
1359686860,,,,Traced,232,83,232,83,44073451
1359691527,,,,Assign,1,2,1,2,156326
1359691561,,,,Traced,392,171,392,171,94775453
1359717165,,,,Traced,395,163,395,163,87430080
1359721637,,,,Orphan,23,1,23,1,304280
1359730260,,,,Traced,22,2,22,2,2410593
1360002003,,,,Orphan,31,9,31,9,6265367
1360062672,,,,Assign,13,1,13,1,144124
1360071184,,,,Traced,6,3,6,3,751330
1360071228,,,,Traced,132,53,132,52,35536430
1360071311,,,,Traced,101,50,101,50,35682285
1360075435,,,,Traced,14,6,14,6,3159980
1360075458,,,,Traced,32,10,32,10,6281969
1360075474,,,,Traced,69,33,69,33,16657124
1360075492,,,,Traced,24,13,24,13,6090031
1360075493,,,,Traced,50,20,50,20,9122777
1360075516,,,,Traced,21,8,21,8,2336108
1360075551,,,,Traced,39,19,39,19,10215888
1360352051,,,,Traced,120,67,119,67,37025620
1360399463,,,,Traced,87,39,87,39,18648251
1360403585,,,,Traced,136,63,136,63,32900656
1360412179,,,,Assign,1,2,1,2,13281
1360416359,,,,Traced,4,2,4,2,431584
1360416440,,,,Traced,10,6,10,6,3166224
1360416531,,,,Traced,84,5,84,5,6236612
1360416570,,,,Traced,99,40,99,40,22471514
1360731591,,,,Traced,43,18,43,18,11697411
1360740189,,,,Traced,42,23,42,23,13925065
1360740402,,,,Traced,65,21,65,21,11017935
1360740515,,,,Orphan,29,15,29,15,7196325
1360749185,,,,Traced,334,35,334,35,41028668
1360753371,,,,Traced,40,17,40,17,7763371
1361081389,,,,Traced,42,20,42,20,10581159
1361085562,,,,Assign,12,1,12,1,183408
1361085594,,,,Assign,4,2,4,2,441525
1361085963,,,,Assign,1,2,1,2,29119
1361098377,,,,Traced,2,2,2,2,1043696
1361435228,,,,Traced,11,4,11,4,2148249
1361439543,,,,Traced,15,4,15,4,2774558
1361439633,,,,Traced,5,2,5,2,1711228
1386512867,MBON05(y4>y1y2)_R,,MBON05,Traced,20098,1073,19394,483,3823216871
1388999306,,,,Assign,2,2,2,2,814816
1389366144,,,,Assign,1,2,1,2,58759
1389681738,,,,Traced,367,140,366,140,91625438
1389698814,,,,Traced,141,66,141,66,36726824
1389703097,,,,Assign,13,1,13,1,281246
1389703293,,,,Assign,1,2,1,2,20189
1389711870,,,,Assign,1,2,1,2,671245
1390009597,,,,Assign,6,2,6,2,1801234
1390009638,,,,Assign,2,2,2,2,1440621
1390026663,,,,Traced,211,21,211,21,20169775
1390039866,,,,Traced,377,151,377,151,81184373
1390044117,,,,Assign,3,2,3,2,243607
1390069856,,,,Traced,131,75,2,1,47405024
1390346528,,,,Orphan,20,7,20,7,5549521
1390350701,,,,Assign,4,3,4,3,1945192
1390350881,,,,Assign,4,3,4,3,1898355
1390385393,,,,Traced,109,41,109,41,24069572
1390389507,,,,Traced,149,67,149,67,36100123
1390406580,,,,Assign,3,2,3,2,246360
1390708964,,,,Orphan,23,9,23,9,5993485
1390743534,,,,Traced,297,138,294,137,82477101
1390752301,,,,Assign,12,1,12,1,111746
1390756254,,,,Assign,12,1,12,1,228613
1390756571,,,,Traced,32,17,32,17,7525259
1391037035,,,,Orphan,8,4,8,4,3551703
1391045750,,,,Assign,2,2,2,2,1164936
1391067445,,,,Assign,2,2,2,2,987069
1391071390,,,,Traced,65,24,65,24,13088333
1391088890,,,,Traced,166,77,166,77,40423914
1391105911,,,,Traced,8,3,8,3,2835633
1391105983,,,,Traced,20,6,20,6,4036654
1391110147,,,,Traced,35,13,35,13,5231276
1391110175,,,,Traced,148,35,148,35,17292264
1391110265,,,,Traced,22,14,22,14,9353615
1391377989,,,,Assign,4,3,4,3,776660
1391429893,,,,Assign,2,2,2,2,475430
1391451225,,,,Traced,13,4,13,4,1455281
1391451238,,,,Traced,13,4,13,4,1171102
1391451297,,,,Traced,8,4,8,4,1874658
1391451348,,,,Traced,9,4,9,4,3005105
1391451416,,,,Traced,101,4,101,4,9776129
1391451497,,,,Traced,13,3,13,3,2262872
1391757922,,,,Assign,2,2,2,2,546475
1391775121,,,,Assign,6,2,6,2,1396141
1391792306,,,,Traced,11,4,11,4,1030779
1391792377,,,,Traced,64,22,64,22,16510564
1391792432,,,,Traced,6,3,6,3,1484013
1392120604,,,,Traced,14,6,14,6,3603613
1392125084,,,,Traced,193,88,193,88,46047704
1392129283,,,,Assign,1,2,1,2,8957
1392133369,,,,Traced,5,2,5,2,1479663
1392133503,,,,Traced,23,12,23,12,8732551
1392133566,,,,Traced,29,11,29,11,7567452
1392470053,,,,Traced,5,3,5,3,1437884
1418618235,SIFa(PDM34),,SIFa,Traced,1592,935,19,7,6190229391
1420720881,,,,Traced,134,54,134,53,35707728
1420737895,,,,Traced,352,162,352,162,90477827
1420738275,,,,Traced,217,16,216,16,23221703
1420742426,,,,Assign,1,2,1,1,2114368
1421048864,,,,Assign,5,2,5,2,1367236
1421078836,,,,Orphan,22,1,22,1,578598
1421420266,,,,Traced,248,86,247,84,56805585
1421420372,,,,Assign,6,2,6,2,397094
1421726842,,,,Assign,8,2,8,2,2730225
1421730988,,,,Orphan,13,2,13,2,3548875
1421761124,,,,Assign,14,1,14,1,132242
1422067860,,,,Assign,7,2,7,2,1168159
1422119380,,,,Traced,52,20,52,20,10537876
1422141106,,,,Assign,11,1,11,1,598765
1422145333,,,,Traced,29,17,29,17,11743270
1422412932,,,,Assign,6,2,6,2,1498026
1422412969,,,,Orphan,7,3,7,3,2872124
1422464789,,,,Traced,54,21,53,21,16715564
1422481815,,,,Assign,20,1,20,1,199796
1422486161,,,,Traced,7,5,7,5,1385296
1422822932,,,,Traced,11,5,11,5,3230466
1423168436,,,,Traced,7,4,7,4,2156989
1423505361,,,,Traced,38,1,38,1,5892839
1451410055,,,,Traced,450,198,428,190,100454927
1451777154,,,,Orphan,9,7,9,7,4882458
1452118440,,,,Assign,12,1,12,1,1404600
1452761362,,,,Orphan,10,2,10,2,2452094
1452765851,,,,Orphan,11,4,11,4,3337153
1453106914,,,,Orphan,12,3,12,3,2555158
1453106948,,,,Assign,1,2,1,2,642909
1453119928,,,,Orphan,24,19,18,13,8866820
1453167146,,,,Assign,10,1,10,1,175756
1453176009,,,,Traced,2400,56,648,14,1032341298
1453448104,,,,Orphan,13,6,13,6,8457879
1453512923,,,,Traced,34,7,34,7,7712928
1453516809,,,,Traced,9,5,9,5,3018568
1453517076,,,,Traced,5,5,5,5,1017095
1453849699,,,,Assign,1,2,1,1,2014286
1453857903,,,,Traced,7,5,7,5,3579160
1453858072,,,,Traced,26,2,26,2,3064237
1483157958,,,,Orphan,15,10,2,1,4635402
1483162167,,,,Orphan,3,4,2,4,1461528
1483455427,,,,Assign,3,2,3,2,1191597
1483856836,,,,Traced,81,34,81,34,16990853
1484141887,,,,Assign,2,3,2,3,1372860
1513833867,,,,Assign,2,2,2,2,1956917
1514848419,,,,Assign,10,1,10,1,1443069
1515172209,,,,Assign,1,2,1,2,1340778
1545201295,,,,Assign,2,2,2,2,979200
1605518663,AOTU019(ADM10)_L,AoSiLVe-LVeSpIp(c),AOTU019,Traced,3228,2111,16,7,6781032290
1639031442,,,,Traced,11,4,4,3,62735160
1699738161,,,,Traced,7,4,2,1,67282046
1731354634,ALBN1(ADL28)_L,,ALBN1,Traced,855,1231,1,1,1369145149
5812978936,,,,Traced,351,125,350,125,68411169
5812979030,,,,Traced,282,113,282,113,66950280
5812979156,PAM15_b(y5B'2a)_R,,PAM15_b,Traced,1339,152,53,9,321368178
5812979157,,,,Traced,328,112,328,112,65444010
5812979164,,,,Traced,413,143,405,140,98572254
5812979170,PAM01_a(y5)_L,,PAM01_a,Traced,1017,133,508,83,259131792
5812979172,PAM01_b(y5)_L,,PAM01_b,Traced,557,145,345,113,275874215
5812979202,,,,Traced,323,111,323,111,78819603
5812979256,,,,Traced,388,157,2,1,119374496
5812979269,,,,Traced,299,110,4,3,86428203
5812979272,,,,Traced,326,163,11,6,109465227
5812979282,,,,Traced,300,109,6,2,97067482
5812979317,,,,Traced,402,153,402,153,88285394
5812979323,,,,Traced,384,128,384,128,84971309
5812979328,,,,Traced,276,107,276,107,78508541
5812979338,,,,Traced,357,156,356,156,92304738
5812979340,,,,Traced,317,122,317,122,73506150
5812979342,,,,Traced,263,101,263,101,71539850
5812979347,,,,Traced,270,99,270,99,64027850
5812979350,,,,Traced,289,101,289,101,50703485
5812979351,,,,Traced,374,140,374,140,78112872
5812979352,,,,Traced,352,132,352,132,82723192
5812979354,,,,Traced,320,111,320,111,76284460
5812979355,,,,Traced,221,72,221,72,41414608
5812979357,,,,Traced,342,127,341,127,71265126
5812979359,,,,Traced,318,148,315,146,79768630
5812979364,,,,Traced,335,147,335,147,82101222
5812979375,,,,Traced,245,97,245,97,71039261
5812979393,,,,Traced,397,168,391,166,99162086
5812979394,,,,Traced,138,46,138,46,20847887
5812979396,,,,Traced,402,161,402,161,90377548
5812979398,,,,Traced,308,131,307,130,74664955
5812979400,,,,Traced,391,128,390,128,78789077
5812979401,,,,Traced,316,123,316,123,78890938
5812979414,,,,Traced,227,105,227,105,74273250
5812979415,,,,Traced,293,140,291,138,82093489
5812979418,,,,Traced,336,121,336,121,77385333
5812979444,,,,Traced,381,143,1,1,111728570
5812979447,,,,Traced,381,134,31,8,113395194
5812979484,,,,Traced,367,166,29,13,121248498
5812979486,,,,Traced,367,138,51,34,114201794
5812979495,,,,Traced,333,121,333,121,82024339
5812979496,,,,Traced,1172,121,1164,121,152643276
5812979502,PAM01_a(y5)_L,,PAM01_a,Traced,1315,139,735,92,291541065
5812979506,,,,Traced,334,134,334,134,69718118
5812979507,,,,Traced,277,125,277,125,65784552
5812979515,,,,Traced,293,133,293,133,75976933
5812979516,,,,Traced,388,138,376,135,81114472
5812979518,,,,Traced,425,136,425,136,86997077
5812979519,,,,Traced,429,142,429,142,92123006
5812979524,,,,Traced,351,119,351,119,73164475
5812979526,,,,Traced,293,135,293,135,69983442
5812979550,,,,Traced,180,73,180,73,47814493
5812979558,PAM01_b(y5)_L,,PAM01_b,Traced,906,173,621,136,240183413
5812979560,PAM01_a(y5)_L,,PAM01_a,Traced,1468,128,804,83,284303946
5812979561,,,,Traced,371,123,371,122,70959888
5812979569,,,,Traced,1594,148,1568,144,172615853
5812979572,,,,Traced,303,131,303,131,81052461
5812979576,,,,Traced,178,66,178,66,36177238
5812979582,,,,Traced,293,113,286,108,75048428
5812979630,,,,Traced,351,131,351,131,65202209
5812979631,,,,Traced,446,145,446,145,100844690
5812979632,,,,Traced,374,135,374,135,76323061
5812979653,,,,Traced,109,48,109,48,18769251
5812979656,,,,Traced,368,134,368,134,74536494
5812979657,,,,Traced,239,97,239,97,57009870
5812979658,,,,Traced,534,243,476,217,135510842
5812979660,,,,Traced,360,150,360,150,91214397
5812979696,,,,Traced,320,123,320,122,64612672
5812980520,CRE029_c_R,,CRE029_c,Traced,834,333,1,5,771099799
5812980743,SMP151(ADM10)_L,,SMP151,Traced,331,572,9,2,654233320
5812981240,CRE064_R,,CRE064,Traced,492,198,2,1,357393687
5812981369,,,,Traced,355,122,2,3,109426563
5812981381,PPL102(y1)(PDL05)_L,,PPL102,Traced,9198,2830,38,2,3349981626
5812981641,PAM08_d(y4)_L,,PAM08_d,Traced,1423,333,742,168,253723732
5812981791,PPL108(PDL05)_L,,PPL108,Traced,5321,2389,15,2,2164861052
5812981895,PAM12(y3)_L,,PAM12,Traced,713,146,380,76,211372631
5812982120,PAM05(B'2p)_R,,PAM05,Traced,794,237,2,2,311663944
5812982125,CRE032_R,,CRE032,Traced,600,223,74,4,547536751
5812982365,,,,Traced,430,138,430,138,96505302
5812982366,,,,Traced,462,149,462,149,104022018
5812982756,,,,Traced,378,131,377,131,81005291
5812982779,PAM01_b(y5)_R,,PAM01_b,Traced,1442,163,186,34,343660367
5812982932,,,,Traced,428,159,428,159,87072770
5812982934,,,,Traced,361,127,346,123,78262248
5812982974,,,,Traced,108,126,26,1,99864792
5812983121,,,,Traced,315,111,315,111,70323829
5812983399,PAM05(B'2p)_L,,PAM05,Traced,1338,327,46,10,358512014
5812983404,(PDM13)_L,,,Traced,407,116,7,1,527816845
5812983522,PAM07(y4<y1y2)_L,,PAM07,Traced,2412,544,2130,503,481019405
5812983524,,,,Traced,342,128,342,128,76260499
5812983811,CRE066(AVM16)_L,,CRE066,Traced,299,435,25,12,354635105
5812983815,,,,Traced,378,138,378,138,82580036
5812983827,PAM08_a(y4)_L,,PAM08_a,Traced,1016,194,682,137,253048355
5812983831,AVLP562_R,,AVLP562,Traced,5984,1288,1,1,3369272816
5812986274,,,,Traced,493,154,465,146,98663422
5812988629,,,,Traced,185,52,179,51,28367160
5812988654,,,,Traced,340,118,340,118,71623928
5812988655,,,,Traced,368,142,367,142,90804862
5812988671,,,,Traced,310,133,310,133,78800422
5812990390,,,,Traced,311,120,311,120,66934673
5813012242,,,,Traced,127,63,14,3,318153795
5813012637,SMP056(ADM01)_L,,SMP056,Traced,1802,509,103,6,1671517230
5813017528,,,,Assign,2,2,2,2,966774
5813017576,,,,Traced,276,108,276,108,64502219
5813020288,PAM08_b(y4)_L,,PAM08_b,Traced,1571,270,850,173,344947794
5813020289,,,,Traced,376,127,375,126,79362780
5813020290,,,,Traced,401,131,400,130,82056439
5813020291,,,,Traced,356,116,356,116,78185633
5813020424,PAM12(y3)_L,,PAM12,Traced,842,136,463,87,274285169
5813020428,,,,Traced,342,152,339,152,86390324
5813020429,,,,Traced,326,115,326,115,68854418
5813020479,,,,Traced,396,165,4,4,121199809
5813020996,SMP384(PDM09)_L,,SMP384,Traced,4802,2862,3,8,2685199565
5813021844,PAM08_c(y4)_L,,PAM08_c,Traced,1573,280,905,184,241663552
5813022076,PAM12(y3)_L,,PAM12,Traced,835,213,579,160,283015676
5813022082,,,,Traced,417,126,417,125,84944004
5813022084,,,,Traced,266,124,266,124,63096683
5813022163,SMP148(ADM10)_L,,SMP148,Traced,2308,543,30,1,1378985998
5813022199,CRE029_a_R,,CRE029_a,Traced,1027,313,2,6,775964720
5813022234,MBON30(y1y2y3)_R,,MBON30,Traced,13786,1430,351,92,2864745122
5813022341,MBON02(B2B'2a)_L,,MBON02,Traced,17937,99,7,1,3410455915
5813022404,PAM01_b(y5)_L,,PAM01_b,Traced,583,140,353,103,221751123
5813022407,,,,Traced,464,208,455,204,148466716
5813022424,PPL103(y2a'1)_R,,PPL103,Traced,15227,3375,1423,464,5444071374
5813022874,,,,Traced,273,119,273,119,71872740
5813022875,,,,Traced,314,129,314,129,73359171
5813022876,,,,Traced,194,94,194,94,50903118
5813022877,,,,Traced,365,153,362,152,80879755
5813022878,,,,Traced,318,135,318,135,71161680
5813022879,,,,Traced,281,124,281,124,75600338
5813022884,,,,Traced,343,142,343,142,74534363
5813022885,,,,Traced,309,129,309,129,71038498
5813022886,,,,Traced,406,149,406,149,87296093
5813022887,,,,Traced,329,130,329,130,80643330
5813022890,,,,Traced,282,107,282,106,66470806
5813022896,MBON21(y4y5)_R,,MBON21,Traced,12515,1168,82,18,3288021127
5813022976,CL265(PVL06)_L,pIP6 candidates,CL265,Traced,332,470,21,3,903566720
5813027518,PAM15_b(y5B'2a)_L,,PAM15_b,Traced,1273,158,661,94,240799955
5813027524,,,,Traced,489,46,483,46,57085577
5813031328,,,,Orphan,52,9,52,9,5421106
5813032489,,,,Traced,479,156,477,154,104268065
5813032497,,,,Traced,376,127,374,126,86379520
5813032508,,,,Traced,319,121,5,3,96391758
5813032516,,,,Traced,316,108,316,108,61967173
5813032531,,,,Traced,336,118,336,118,64142034
5813032533,,,,Traced,265,140,264,140,79467641
5813032535,,,,Traced,172,95,172,95,44540544
5813032536,,,,Assign,3,2,3,2,941925
5813032573,,,,Traced,544,98,9,2,61328660
5813032575,,,,Traced,255,119,255,119,67363604
5813032580,,,,Traced,253,106,253,106,72946312
5813032997,PAM02(B'2a)_L,,PAM02,Traced,1282,155,54,10,281021176
5813033000,MBON34(y2)_R,,MBON34,Traced,604,202,78,4,485802384
5813033215,PAM01_a(y5)_L,,PAM01_a,Traced,1079,170,473,97,288587422
5813033275,,,,Traced,407,134,407,134,79895725
5813035387,,,,Traced,127,112,4,2,109567886
5813040205,MBON30(y1y2y3)(AVM07)_L,,MBON30,Traced,5829,1215,3668,75,1631233720
5813040941,PAM02(B'2a)_L,,PAM02,Traced,1132,136,318,49,231301005
5813042659,MBON22(calyx)_R,,MBON22,Traced,14118,810,49,4,3046434158
5813045006,,,,Traced,366,135,346,127,94168751
5813048910,,,,Assign,2,2,2,2,913899
5813049837,,,,Traced,743,128,743,128,90166130
5813050610,,,,Traced,324,130,324,130,68785664
5813052909,MBON29(y4y5)(PVL06)_L,,MBON29,Traced,5270,755,2743,66,1673885779
5813053847,(PVL05)_L,,,Traced,247,229,3,3,282691036
5813053876,,,,Traced,470,195,469,195,108040016
5813053884,,,,Traced,386,167,386,167,86948383
5813053940,,,,Traced,433,163,430,162,87377916
5813053941,,,,Traced,335,138,334,138,61940952
5813054012,,,,Traced,269,133,269,133,73009971
5813054392,,,,Assign,1,2,1,2,1345069
5813054659,CRE039_R,,CRE039,Traced,514,125,22,1,399729943
5813056057,SMP122_R,,SMP122,Traced,1288,331,18,9,810412035
5813056185,,,,Traced,394,158,391,157,113449979
5813056196,,,,Traced,266,138,266,138,68660294
5813056210,,,,Traced,214,86,211,84,49837012
5813057461,AVLP563(PVL15)_L,,AVLP563,Traced,1138,890,29,2,1021556858
5813057947,PAM08_a(y4)_L,,PAM08_a,Traced,452,127,265,91,143579591
5813058048,MBON29(y4y5)_R,,MBON29,Traced,8512,761,443,21,2345461437
5813058050,PPL102(y1)_R,,PPL102,Traced,8002,2059,32,18,3343482793
5813058316,CRE043_b(ADM10)_L,,CRE043_b,Traced,872,195,33,1,390251982
5813058452,CRE106(PVM14)_L,,CRE106,Traced,456,414,9,1,486257855
5813059934,,,,Traced,359,134,359,134,80119254
5813059977,,,,Traced,255,115,255,115,68973168
5813059978,,,,Traced,290,124,289,124,81470665
5813060672,,,,Traced,375,601,10,4,491264022
5813060674,,,,Orphan,5,3,5,3,688943
5813060749,,,,Traced,271,106,271,106,64843482
5813060817,PAM12(y3)_L,,PAM12,Traced,768,170,337,98,308095871
5813061212,PAM08_e(y4)_L,,PAM08_e,Traced,585,153,325,112,243974277
5813061260,OA-VPM3(NO2/NO3)_L,,OA-VPM3,Traced,5122,4069,211,143,3486100136
5813061262,,,,Traced,839,618,181,78,793227147
5813061512,MBON06(B1>a)_R,,MBON06,Traced,12107,496,142,10,2038784377
5813061538,MBON27(y5d)(PVM03)_L,,MBON27,Traced,5898,795,3315,4,1596324019
5813061541,FB4G_L,CRELALFB4_3,FB4G,Traced,3677,710,28,1,1329389740
5813061560,PAM08_a(y4)_L,,PAM08_a,Traced,555,166,438,136,234715149
5813061561,,,,Traced,373,169,373,169,83820557
5813062001,,,,Traced,228,125,228,123,67853003
5813062595,,,,Traced,367,141,367,141,87825605
5813062598,,,,Traced,374,134,373,133,88096151
5813065587,,,,Traced,527,96,30,4,56885098
5813065635,,,,Traced,317,141,317,141,72610144
5813065674,,,,Traced,362,156,362,156,81040144
5813065675,,,,Traced,379,155,379,155,89463758
5813065743,,,,Assign,1,2,1,2,412260
5813065744,,,,Assign,2,2,2,2,104132
5813067693,,,,Traced,327,151,327,150,73358839
5813067781,,,,Traced,370,146,370,146,83879093
5813069977,PAM08_c(y4)_L,,PAM08_c,Traced,1536,294,936,183,332652814
5813071029,,,,Traced,224,109,224,109,56211903
5813076197,,,,Traced,300,123,300,123,85283944
5813077542,,,,Traced,419,112,418,112,78588995
5813077549,,,,Traced,1261,131,1228,131,130774274
5813077552,,,,Assign,1,2,1,2,596294
5813077553,,,,Traced,204,84,204,84,57948651
5813077614,,,,Traced,179,69,179,69,39475116
5813077615,,,,Traced,311,124,311,124,70516211
5813078178,,,,Traced,374,128,374,128,77455255
5813079219,,,,Traced,333,141,333,141,100193021
5813082175,PAM12(y3)_L,,PAM12,Traced,694,134,481,108,167259973
5813082654,,,,Traced,238,99,233,97,69394165
5813082655,,,,Traced,324,124,322,124,76923107
5813082656,,,,Traced,359,162,359,161,77373721
5813082722,CRE021(ADM06)_L,aSP14e candidates,CRE021,Traced,2268,635,47,5,1084830460
5813083781,,,,Traced,99,69,39,1,74300022
5813086586,FB4R_L,CREFB4,FB4R,Traced,947,358,35,1,447109708
5813087817,PAM12(y3)_R,,PAM12,Traced,1444,227,341,118,444049069
